idcliente,plan_internacional_preferente,plan_internet_ilimitado,mb_navegados,total_minutos_horario_normal,total_llamadas_horario_normal,cobro_llamadas_horario_normal,total_minutos_horario_reducido,total_llamadas_horario_reducido,cobro_llamadas_horario_reducido,total_minutos_horario_nocturno,total_llamadas_horario_nocturno,cobro_llamadas_horario_nocturno,total_minutos_llamadas_internacionales,total_llamadas_internacionales,cobro_llamadas_internacionales,llamadas_a_servicio_de_atencion_al_cliente,fuga
3877,No,No,0,259.6,138,24316,233.9,91,10954,140.6,119,3488,13,4,1934,1,Vigente
3878,No,Si,1000,159.4,79,14932,91,94,4265,199.5,137,4948,10,3,1488,2,Vigente
3879,No,Si,3700,69.5,94,6513,220.9,76,10348,218.5,113,5416,11.9,3,1769,0,Vigente
3880,Si,No,0,166.5,101,15599,268.4,119,12568,126.2,112,3130,10.2,3,1265,3,Vigente
3881,No,Si,2100,134.4,110,12590,136.2,104,6381,215.6,105,5345,9.7,4,1444,3,Vigente
3882,No,Si,2100,205.2,128,19219,231.7,128,10849,180.3,100,4469,10.6,3,1576,2,Vigente
3883,No,Si,2600,132.3,142,12392,273.4,89,12805,195.7,77,4854,14.8,7,2204,0,Vigente
3884,No,No,0,140.3,144,13141,294.8,89,13808,153.5,126,3807,11.7,4,1741,2,Vigente
3885,No,No,0,284.6,113,26657,141.8,101,6640,127.4,78,3157,12.6,5,1873,0,Vigente
3886,No,Si,2900,189.3,107,17731,221.3,101,10364,325.6,137,8072,13.8,3,2055,1,Vigente
3887,No,No,0,184.6,132,17290,193.7,69,9069,283.5,83,7031,5.9,3,876,1,Vigente
3888,No,No,0,161.6,96,15136,223.9,113,10486,240.6,137,5967,6.8,2,1014,0,Vigente
3889,No,Si,2000,268.5,91,25153,128.8,121,6033,146.4,98,3631,12.7,6,1890,1,Vigente
3890,No,No,0,178,77,16673,233.6,88,10943,175.6,88,4353,6.3,4,937,2,Vigente
3891,No,No,0,215.6,90,20194,171.6,99,8039,110.4,105,2738,11.3,6,1681,1,Vigente
3892,No,No,0,253.9,69,23781,184.2,138,8629,174.3,83,4320,0.4,7,61,1,Vigente
3893,No,Si,2200,182.8,142,17125,229.3,111,10739,313.8,85,7780,11.3,2,1681,1,Vigente
3894,No,No,0,120,82,11240,213.6,111,10006,312.9,136,7758,7.5,6,1119,1,Vigente
3895,No,No,0,138.7,124,12993,280.3,64,13130,206.7,98,5124,10.4,4,1548,1,Vigente
3896,No,No,0,189,122,17704,179.2,91,8392,186.8,170,4634,11.1,6,1653,0,Vigente
3897,No,No,0,134.6,91,12607,175.1,83,8199,201.1,114,4987,8.9,3,1322,0,Vigente
3898,No,No,0,181.4,106,16993,145.8,77,6827,200.3,85,4965,7.9,3,1174,0,Vigente
3899,No,Si,2300,194.6,106,18227,199.8,132,9356,189.6,88,4700,10.1,7,1504,4,Vigente
3900,No,Si,3900,268.1,104,25115,216.6,65,10144,359.9,118,8926,11.4,4,1697,0,Vigente
3901,No,No,0,205.2,74,19219,200.8,97,9406,251.1,94,6226,11.2,1,1664,1,Vigente
3902,No,No,0,302.8,143,28365,189.8,69,8888,214.9,114,5328,10.9,4,1620,2,Fugado
3903,No,No,0,213.2,85,19968,224,128,10491,137.8,74,3416,12.5,5,1862,1,Vigente
3904,No,No,0,192,106,17985,140.4,97,6573,190.1,94,4711,7.6,5,1130,2,Vigente
3905,No,No,0,107.9,111,10105,166.9,129,7819,208.5,78,5168,9.7,3,1444,1,Vigente
3906,No,No,0,181.7,102,17020,216.3,114,10133,317.9,83,7885,12.4,6,1846,1,Vigente
3907,No,No,0,191.8,105,17968,148.7,96,6965,234.8,123,5824,19.3,4,2871,1,Vigente
3908,No,Si,2100,180.2,97,16877,167.7,47,7852,203.1,84,5036,14.6,5,2171,2,Vigente
3909,No,No,0,215.1,105,20150,249.4,104,11681,249.9,83,6199,10.8,8,1609,2,Vigente
3910,Si,Si,3800,234.6,84,21974,214.9,119,10067,196.7,69,4876,8,2,992,1,Fugado
3911,No,Si,4300,158.2,94,14816,213.2,105,9984,190.4,91,4722,8.5,2,1267,2,Vigente
3912,No,No,0,204.2,98,19125,188.9,85,8849,231.2,136,5730,6.5,6,970,1,Vigente
3913,No,No,0,221.8,105,20778,108.2,107,5069,207.1,87,5135,12.1,3,1802,2,Vigente
3914,No,Si,1400,183,113,17142,187,144,8761,181.1,112,4491,10.2,3,1515,1,Vigente
3915,No,No,0,221.5,103,20751,109.5,58,5130,134.6,115,3339,11.6,4,1725,1,Vigente
3916,No,No,0,228.1,77,21368,176.3,102,8259,224.5,119,5565,7.5,1,1119,0,Vigente
3917,Si,No,0,197.7,99,18519,188.8,106,8844,254.6,80,6314,19.2,4,2381,3,Fugado
3918,No,Si,2100,135.1,120,12656,238.4,90,11163,286.4,93,7102,11,9,1636,4,Vigente
3919,No,Si,3500,238.3,86,22321,258.1,132,12089,194.9,72,4832,13.1,4,1951,5,Vigente
3920,No,Si,2800,196.2,88,18376,194.8,106,9125,243,103,6022,10.5,10,1565,0,Vigente
3921,No,Si,2000,205.9,109,19285,298.4,105,13973,142.1,91,3521,12.3,3,1829,4,Vigente
3922,No,No,0,174.1,97,16310,174.6,104,8177,182.7,158,4529,9.3,4,1383,3,Vigente
3923,No,No,0,154.6,81,14480,147.3,100,6899,132.9,99,3295,6.9,5,1025,0,Vigente
3924,Si,Si,2000,186.2,112,17439,145.3,65,6805,142.8,104,3543,10.9,4,1352,3,Vigente
3925,No,No,0,176.1,113,16497,162,80,7587,160.9,83,3989,11.9,4,1769,1,Vigente
3926,No,No,0,156.6,82,14668,193.1,112,9042,179.8,108,4458,12.6,1,1873,1,Vigente
3927,No,Si,1900,163,75,15268,238.4,103,11163,171.8,100,4259,11.3,3,1681,3,Vigente
3928,No,No,0,103.6,78,9703,238.5,115,11169,186.9,70,4634,11,4,1636,2,Vigente
3929,No,No,0,162.1,98,15186,217.6,87,10194,264.1,107,6546,7.7,1,1146,0,Vigente
3930,No,No,0,149.2,125,13973,210.6,119,9863,290.5,102,7202,9.4,3,1400,4,Vigente
3931,No,No,0,187.3,108,17544,177.1,72,8293,269.2,135,6673,9.5,3,1416,3,Vigente
3932,No,No,0,222.4,90,20833,286.3,104,13411,300.8,95,7461,9.9,3,1471,2,Fugado
3933,No,No,0,82.7,94,7747,157.5,130,7378,205.9,81,5108,10.6,4,1576,0,Fugado
3934,No,Si,2400,215.2,73,20156,133.1,85,6232,205.1,79,5086,10.9,7,1620,0,Vigente
3935,Si,Si,1800,136.8,114,12816,200.3,110,9384,199,86,4937,8,4,992,3,Vigente
3936,No,No,0,168,103,15737,190.8,100,8937,196.9,65,4882,7.1,4,1058,0,Vigente
3937,No,Si,1200,62.4,119,5846,237.6,96,11130,193.4,116,4794,7.8,2,1163,0,Vigente
3938,No,Si,4100,226,113,21169,149.8,115,7014,184.9,88,4584,11.5,2,1714,2,Vigente
3939,No,No,0,52.2,93,4887,128.8,117,6033,141.7,63,3515,9.4,12,1400,1,Vigente
3940,No,No,0,205.7,80,19268,221.4,103,10370,206.2,117,5113,14.2,5,2110,2,Vigente
3941,No,Si,2000,184.8,105,17312,195,169,9136,130.1,121,3223,11.6,3,1725,1,Vigente
3942,No,No,0,193.1,93,18089,206.4,85,9665,215.9,102,5356,11.1,2,1653,1,Vigente
3943,No,No,0,228.3,129,21384,141.9,83,6645,268.6,116,6662,9.7,3,1444,2,Vigente
3944,Si,Si,4100,225.5,95,21125,229.3,101,10739,134,82,3323,11.6,10,1438,2,Vigente
3945,No,No,0,215.4,94,20178,138.2,97,6474,237.1,117,5879,12.5,5,1862,1,Vigente
3946,No,No,0,163.5,107,15318,187.1,91,8761,179.1,100,4441,10.3,1,1532,2,Vigente
3947,No,Si,2200,244.7,104,22922,203.1,88,9510,222,84,5504,7.4,6,1102,0,Vigente
3948,No,No,0,216.7,70,20299,152.7,102,7152,181.2,99,4491,11.6,6,1725,1,Vigente
3949,No,Si,1500,196.8,79,18436,173.5,99,8127,274.7,108,6810,14.6,5,2171,1,Vigente
3950,No,No,0,197.3,120,18481,202.4,89,9477,290.5,128,7202,15.3,7,2276,1,Vigente
3951,No,Si,2300,208.7,57,19549,233.4,132,10932,108.8,117,2700,9.1,5,1355,1,Vigente
3952,No,No,0,168.4,53,15775,187.5,68,8783,204.5,125,5069,9.8,3,1460,1,Vigente
3953,No,No,0,129.4,69,12122,251.3,73,11769,157.1,92,3896,10.4,3,1548,1,Vigente
3954,Si,No,0,260.9,94,24437,152.8,123,7157,212.6,94,5273,11.1,4,1376,1,Vigente
3955,No,No,0,267.9,80,25093,145.4,143,6810,273.3,119,6777,14.9,1,2215,3,Fugado
3956,No,No,0,172.7,90,16177,344,62,16111,301.6,113,7477,5.5,4,821,0,Vigente
3957,Si,No,0,159.1,80,14905,239.8,81,11229,249,96,6177,8.5,5,1054,0,Vigente
3958,No,No,0,166.8,138,15626,212.4,78,9946,194.7,70,4827,12.4,9,1846,2,Vigente
3959,No,Si,1700,145.7,89,13648,202.9,70,9505,212.4,92,5268,9.5,5,1416,1,Vigente
3960,No,No,0,129.4,104,12122,199,96,9323,142.4,81,3532,12.3,4,1829,1,Vigente
3961,No,No,0,171.5,77,16067,261,107,12227,328.8,72,8155,10.2,1,1515,0,Vigente
3962,No,No,0,180.6,134,16916,216.6,96,10144,101,122,2507,10.6,6,1576,4,Fugado
3963,No,Si,3300,225.7,133,21142,223.9,115,10486,192.7,131,4777,11.2,5,1664,3,Vigente
3964,No,No,0,153.8,64,14409,304.4,106,14254,185,125,4584,8.4,5,1251,1,Vigente
3965,No,No,0,176.9,110,16569,274.3,114,12849,115.3,125,2860,11,2,1636,1,Vigente
3966,No,No,0,250.5,89,23467,146.1,84,6843,164.2,60,4072,8.4,3,1251,1,Vigente
3967,No,No,0,282.8,108,26492,246.3,89,11538,256.4,96,6359,10.3,1,1532,3,Fugado
3968,No,No,0,142.6,90,13356,286.8,102,13433,222.2,113,5510,14.8,3,2204,0,Vigente
3969,No,No,0,276.1,120,25864,123.5,88,5786,261.9,116,6496,11.9,5,1769,1,Vigente
3970,No,No,0,154.3,71,14453,262.3,105,12287,235.3,99,5835,13.9,4,2066,0,Vigente
3971,Si,Si,3500,181,88,16954,222.5,113,10419,217.8,103,5400,11.1,3,1376,1,Vigente
3972,No,No,0,108.1,81,10127,146.9,115,6882,197.6,84,4898,9,7,1339,1,Vigente
3973,No,Si,3100,252.1,98,23616,215.7,149,10100,135.7,117,3367,5.1,4,760,2,Vigente
3974,No,No,0,160.1,64,14998,208.7,123,9775,199.7,84,4953,7.6,12,1130,5,Fugado
3975,No,No,0,217.6,82,20381,169.4,101,7934,248.9,124,6171,12.7,3,1890,0,Vigente
3976,No,Si,2200,198.3,144,18574,157.2,96,7361,180.9,114,4485,11.1,4,1653,2,Vigente
3977,No,Si,3200,190.3,97,17825,279,77,13070,133.8,117,3317,8.4,3,1251,2,Vigente
3978,No,Si,2300,184.7,63,17301,168,62,7868,176.1,125,4364,8.7,5,1295,1,Vigente
3979,Si,No,0,159.4,47,14932,269.3,53,12612,179.8,103,4458,13.7,2,1699,2,Fugado
3980,No,Si,1600,125.1,56,11720,246.6,140,11549,235.4,109,5835,12.1,2,1802,0,Vigente
3981,No,No,0,181.3,100,16982,200.5,122,9389,226.9,99,5626,10.9,2,1620,1,Vigente
3982,Si,No,0,99.8,101,9350,253.6,83,11880,112.5,75,2788,7.5,6,930,0,Vigente
3983,No,No,0,254.8,97,23869,153.5,110,7191,217.6,117,5394,9,4,1339,1,Vigente
3984,No,No,0,244.5,72,22905,206.2,88,9659,299.8,110,7433,7.6,1,1130,5,Fugado
3985,No,No,0,167.7,74,15709,179.9,98,8425,166.5,73,4127,10.9,2,1620,1,Vigente
3986,No,No,0,79.5,121,7450,164.1,86,7686,121.8,108,3019,11.7,7,1741,2,Vigente
3987,No,No,0,133,94,12458,196.6,126,9207,181,128,4491,9.9,3,1471,4,Fugado
3988,No,No,0,297.2,113,27837,188.8,114,8844,188.9,100,4684,12.4,6,1846,1,Fugado
3989,No,No,0,214.9,72,20128,197.7,92,9257,153.1,79,3796,11.9,2,1769,2,Vigente
3990,No,No,0,269.9,99,25280,37.8,76,1769,166.6,139,4133,13.8,1,2055,1,Vigente
3991,No,No,0,143.8,102,13472,199.6,124,9350,177.8,65,4408,7.8,4,1163,1,Vigente
3992,No,No,0,132.2,122,12381,169.9,101,7956,150.1,123,3719,12.9,11,1917,3,Fugado
3993,No,No,0,162.8,117,15252,163.2,121,7642,242.4,140,6011,14.2,2,2110,1,Vigente
3994,No,No,0,351.5,95,32928,206.8,108,9687,275.8,146,6838,11.9,4,1769,1,Fugado
3995,No,No,0,165.8,96,15533,132,105,6182,323.2,62,8012,10.7,6,1592,0,Vigente
3996,No,Si,2400,195.7,108,18332,208.8,110,9780,177,84,4391,11.7,2,1741,2,Vigente
3997,No,No,0,250.6,100,23473,41.7,94,1951,186.2,100,4617,9.7,6,1444,2,Vigente
3998,No,No,0,141.9,112,13290,166.2,94,7786,223.5,77,5543,9.2,6,1366,1,Vigente
3999,No,No,0,168.5,80,15786,203.9,119,9549,199.1,126,4937,8.1,2,1207,1,Vigente
4000,No,Si,1900,127.6,88,11951,235.2,82,11014,195,87,4838,10.1,3,1504,0,Vigente
4001,No,No,0,197.2,111,18470,168.1,78,7874,209.8,84,5201,4.2,2,623,1,Vigente
4002,No,Si,2800,217.4,98,20365,246.2,120,11532,127,92,3152,7.5,8,1119,1,Vigente
4003,Si,No,0,97.2,91,9103,243.7,93,11411,235,116,5830,10.1,2,1252,1,Fugado
4004,No,Si,2300,87.7,91,8215,218.3,118,10227,173.1,87,4292,12.3,4,1829,1,Vigente
4005,No,Si,3200,186.4,75,17461,206.9,92,9692,150.6,80,3736,12.1,2,1802,1,Vigente
4006,No,No,0,180,110,16861,212.9,100,9973,182.3,95,4518,11.8,10,1758,0,Vigente
4007,No,No,0,232.4,92,21770,191,68,8948,213,138,5279,7.7,4,1146,1,Vigente
4008,No,No,0,151.6,119,14199,198.1,93,9279,173.4,91,4298,11.6,3,1725,3,Vigente
4009,No,No,0,172.2,81,16128,214.9,123,10067,184.3,90,4568,11.1,6,1653,3,Vigente
4010,No,No,0,260.9,88,24437,174.2,103,8160,262.8,98,6518,10.6,4,1576,1,Vigente
4011,No,No,0,124.4,109,11654,196.1,119,9185,166.1,89,4116,10.2,4,1515,2,Vigente
4012,No,No,0,126.8,101,11880,144.1,105,6750,249.6,117,6188,11.4,8,1697,2,Vigente
4013,No,No,0,110,107,10304,181.9,85,8518,208,94,5157,11.7,3,1741,1,Vigente
4014,No,No,0,231.1,92,21649,182.4,93,8541,227.2,89,5631,9.8,5,1460,4,Vigente
4015,No,No,0,187.4,74,17555,144.6,142,6772,235.7,102,5846,10.2,1,1515,1,Vigente
4016,No,No,0,166.4,114,15588,76.8,119,3598,260.1,77,6447,10.9,3,1620,3,Vigente
4017,Si,No,0,172.5,118,16161,198.5,107,9295,230.2,105,5708,12.6,3,1562,1,Vigente
4018,No,No,0,141.8,85,13285,191.3,101,8959,133.6,126,3312,10.9,3,1620,1,Vigente
4019,Si,Si,3500,159.5,95,14943,140.7,100,6590,176.3,99,4369,5.4,4,670,5,Fugado
4020,No,No,0,218.9,124,20503,237.5,99,11125,189.7,52,4706,11,6,1636,2,Vigente
4021,No,No,0,138.7,101,12993,257.5,85,12061,165.6,92,4105,7.8,1,1163,2,Vigente
4022,Si,No,0,158.1,101,14811,315.1,96,14756,176.1,108,4364,13.9,2,1724,3,Fugado
4023,No,No,0,97.9,138,9169,173,102,8105,262.2,92,6502,9.2,4,1366,1,Vigente
4024,No,No,0,103.5,105,9698,174.1,103,8155,248.2,95,6155,11.7,2,1741,5,Fugado
4025,No,No,0,206.3,113,19324,223.5,97,10469,234.3,119,5808,8.1,6,1207,2,Vigente
4026,No,Si,2400,211.5,121,19814,183.9,115,8612,186.2,103,4617,13.5,1,2011,3,Vigente
4027,No,No,0,229.2,103,21467,163.9,133,7675,190.1,67,4711,7.4,6,1102,3,Vigente
4028,No,No,0,125,96,11709,294.5,114,13792,205.7,75,5102,10.2,4,1515,1,Fugado
4029,No,Si,4100,141.3,127,13235,152,96,7119,218.8,114,5427,8.1,3,1207,3,Vigente
4030,No,No,0,119,94,11147,144.3,110,6761,199.7,65,4953,8.8,5,1311,2,Vigente
4031,No,No,0,260.6,81,24409,246.1,116,11527,243.3,117,6033,12.8,9,1906,0,Fugado
4032,No,No,0,149.2,128,13973,112.8,101,5284,156.3,111,3874,12.2,4,1813,1,Vigente
4033,No,No,0,163.7,109,15334,207.3,88,9709,266.2,101,6601,10.4,2,1548,1,Vigente
4034,No,No,0,223,109,20888,218.7,97,10243,138.6,126,3438,11.6,8,1725,2,Vigente
4035,No,No,0,200.2,115,18751,268.8,109,12590,185.4,102,4595,12.8,2,1906,3,Vigente
4036,No,No,0,248.6,59,23285,199.1,126,9323,112.5,117,2788,6.5,3,970,2,Vigente
4037,No,Si,2600,214.2,80,20062,253,152,11852,156.4,109,3879,10.3,2,1532,2,Vigente
4038,No,No,0,245.6,128,23004,173,101,8105,111.8,118,2772,14.2,7,2110,2,Vigente
4039,No,No,0,238.6,85,22349,203.3,75,9521,180.5,127,4474,16.2,8,2408,0,Vigente
4040,Si,No,0,86.1,97,8067,227.9,101,10673,225.8,102,5598,9.1,3,1128,3,Vigente
4041,No,No,0,161.6,94,15136,187.5,110,8783,220.8,71,5477,10.3,7,1532,2,Vigente
4042,No,No,0,257.9,80,24156,220.7,82,10337,225.4,70,5587,16.8,3,2502,2,Fugado
4043,No,No,0,209.2,127,19594,165.3,93,7742,196.8,98,4882,10.6,8,1576,3,Vigente
4044,No,Si,1900,214,57,20045,245.3,105,11488,205.6,68,5097,10.3,2,1532,1,Vigente
4045,No,Si,3300,247.4,106,23175,167.1,110,7824,207.6,113,5146,6.8,1,1014,5,Vigente
4046,No,Si,2100,196,104,18359,194.7,73,9119,150.8,92,3741,9.6,4,1427,0,Vigente
4047,No,Si,3300,129.8,112,12161,225.3,96,10552,262.5,104,6507,8.6,3,1278,1,Vigente
4048,No,No,0,239.1,96,22398,180.1,110,8436,259.2,112,6425,14,2,2083,0,Vigente
4049,No,No,0,133.2,80,12475,144.2,98,6755,261,102,6474,12,3,1785,3,Fugado
4050,No,No,0,135.7,34,12712,243,99,11384,209.3,115,5190,12.2,8,1813,1,Vigente
4051,No,Si,3100,211,117,19764,238.7,77,11180,184.5,99,4573,14,8,2083,1,Vigente
4052,No,No,0,135.2,93,12662,285.9,123,13389,228.1,112,5653,10,2,1488,3,Vigente
4053,No,Si,2900,158.2,132,14816,250.6,47,11736,219.3,86,5438,15.1,4,2248,1,Vigente
4054,No,No,0,140.8,126,13191,212.5,115,9951,141.7,79,3515,6.4,5,953,4,Fugado
4055,No,No,0,160.2,103,15004,159.8,116,7483,255.7,87,6342,12.9,3,1917,1,Vigente
4056,No,No,0,153.7,86,14398,160.3,78,7510,176.6,140,4380,9.6,8,1427,1,Vigente
4057,No,No,0,237.6,86,22255,157,105,7356,163.6,103,4055,14.2,2,2110,2,Vigente
4058,No,No,0,182.1,92,17059,180.4,91,8447,206.4,128,5119,7.2,2,1069,2,Vigente
4059,No,No,0,198.7,108,18613,146.7,86,6871,216.8,95,5378,9.5,3,1416,2,Vigente
4060,No,Si,4700,151.1,117,14155,137.4,103,6436,172.6,99,4281,9.2,8,1366,1,Vigente
4061,No,Si,2200,219,126,20514,311.9,126,14607,197,112,4887,9,8,1339,3,Vigente
4062,No,No,0,195.2,84,18282,229.5,116,10750,185.3,147,4595,11.9,3,1769,0,Vigente
4063,Si,Si,3400,209.9,79,19660,226.1,88,10590,101.8,103,2524,11.4,2,1414,2,Fugado
4064,No,No,0,81.7,133,7653,242.5,117,11356,203.8,112,5053,12.3,6,1829,3,Vigente
4065,Si,Si,1800,130.7,86,12243,186.1,98,8717,204.8,103,5080,11.9,6,1476,0,Vigente
4066,No,No,0,265.9,112,24905,132.9,94,6226,185.2,106,4590,14.6,7,2171,1,Vigente
4067,Si,No,0,186.5,106,17472,190.3,103,8915,168.5,128,4177,10.5,6,1302,2,Vigente
4068,No,No,0,185.6,115,17384,174.8,83,8188,188.2,122,4667,6.7,4,997,4,Fugado
4069,No,No,0,249.7,91,23390,185.1,90,8667,234.2,88,5808,10.5,1,1565,1,Vigente
4070,No,No,0,204.1,116,19120,150.2,74,7036,108.1,154,2678,8.1,1,1207,2,Vigente
4071,No,Si,2400,135.8,108,12723,251.4,62,11775,181.5,91,4502,6.4,4,953,0,Vigente
4072,No,No,0,83.2,93,7791,199.5,64,9345,242.6,112,6017,10.7,4,1592,1,Vigente
4073,No,No,0,211.4,105,19803,249.9,77,11703,199.6,129,4948,9.3,2,1383,2,Vigente
4074,No,No,0,185.8,102,17406,251.6,88,11786,202.8,86,5031,13.3,6,1978,2,Vigente
4075,No,No,0,123.6,113,11577,229.4,85,10745,242.9,97,6022,10.3,4,1532,0,Vigente
4076,No,No,0,202.5,91,18971,142.5,134,6673,219.6,102,5444,10.1,4,1504,3,Vigente
4077,No,No,0,169.4,127,15869,157.2,111,7361,172.4,103,4276,10.7,2,1592,1,Vigente
4078,No,No,0,135.2,76,12662,161,98,7543,129.3,105,3207,9,6,1339,0,Vigente
4079,No,No,0,125.1,103,11720,209.6,103,9819,186.2,78,4617,11.8,1,1758,1,Vigente
4080,No,No,0,287.1,83,26894,218.4,124,10227,151.5,42,3758,11,4,1636,1,Fugado
4081,No,No,0,199.7,107,18706,205.8,86,9637,198.8,125,4931,8.3,5,1234,0,Vigente
4082,No,No,0,247.6,114,23192,172.3,110,8072,264.4,107,6557,7.1,3,1058,1,Vigente
4083,No,No,0,158.5,93,14849,294.7,69,13803,146.2,116,3626,16.6,3,2468,0,Vigente
4084,No,Si,3900,160.8,97,15064,119.3,54,5587,147.9,101,3670,10.3,3,1532,3,Vigente
4085,No,Si,3100,118.5,92,11103,257.9,76,12078,186.2,96,4617,9,6,1339,1,Vigente
4086,No,No,0,181,107,16954,188.4,114,8822,175.8,41,4358,9.9,4,1471,7,Vigente
4087,No,Si,4000,140.3,52,13141,245.6,114,11505,111.7,86,2772,11.1,6,1653,1,Vigente
4088,Si,No,0,160.6,101,15042,202,125,9461,221.7,100,5499,8.8,2,1091,1,Fugado
4089,No,No,0,111.9,105,10480,197.7,121,9257,302.8,108,7510,10.1,5,1504,1,Vigente
4090,No,No,0,120.5,107,11290,176.3,124,8259,258,121,6397,10.5,5,1565,0,Vigente
4091,No,No,0,156.3,117,14640,115.7,53,5416,316.4,121,7846,6.8,4,1014,1,Vigente
4092,No,No,0,242.4,89,22707,161.4,89,7560,142.4,95,3532,5.4,2,804,1,Vigente
4093,No,No,0,178.4,81,16712,182.7,119,8557,251.4,109,6232,10.8,2,1609,1,Vigente
4094,No,No,0,258.7,94,24233,190.3,132,8915,247.2,73,6127,11.4,2,1697,1,Fugado
4095,No,Si,1800,124.3,104,11643,196.1,80,9185,290,110,7191,7.2,3,1069,1,Vigente
4096,No,No,0,94.9,114,8888,315.8,105,14789,181,71,4491,10.8,6,1609,0,Vigente
4097,No,No,0,182,101,17048,200.3,119,9384,208.9,131,5179,13.4,3,1995,4,Vigente
4098,No,No,0,162,62,15175,278.1,108,13026,197.5,82,4898,9.1,4,1355,1,Vigente
4099,No,No,0,176.6,83,16541,221.6,101,10381,185.3,89,4595,9.4,1,1400,0,Vigente
4100,No,No,0,198.8,141,18624,203.7,110,9538,177.1,109,4391,15.2,2,2259,4,Vigente
4101,Si,Si,2800,156.1,98,14624,209.9,140,9830,190,69,4711,11.4,4,1414,0,Vigente
4102,No,No,0,150.6,106,14106,147.4,108,6904,173.2,109,4292,9.5,5,1416,1,Vigente
4103,No,No,0,198.3,100,18574,304.2,93,14249,131.5,85,3262,9.2,5,1366,2,Vigente
4104,No,No,0,189.1,141,17715,198.2,113,9284,280.2,103,6948,2.2,7,325,1,Vigente
4105,No,No,0,156.9,74,14695,195.8,82,9169,181,99,4491,8.8,2,1311,1,Vigente
4106,No,No,0,67,76,6276,223,154,10447,236.5,151,5863,11.2,2,1664,1,Vigente
4107,No,No,0,261.3,89,24475,152.4,139,7135,120.2,124,2981,10.5,2,1565,0,Vigente
4108,No,No,0,135.1,92,12656,185,103,8667,147.1,74,3648,14.7,5,2187,3,Vigente
4109,Si,No,0,92.1,109,8629,163,83,7637,133.3,102,3306,9.7,11,1203,2,Vigente
4110,No,No,0,173.5,121,16255,168.3,100,7885,138.3,105,3427,7.8,5,1163,1,Vigente
4111,Si,No,0,156.3,82,14640,259.4,91,12150,143.7,93,3565,8.3,7,1029,5,Vigente
4112,No,No,0,274.7,79,25732,119.4,122,5593,296.9,74,7361,9.4,10,1400,1,Vigente
4113,No,No,0,244.7,84,22922,106.4,95,4981,194.9,61,4832,10.5,1,1565,2,Fugado
4114,Si,No,0,183.6,96,17197,149.7,55,7009,135.2,71,3350,11.8,4,1463,0,Vigente
4115,No,No,0,167.1,80,15654,222.9,94,10441,179.9,103,4463,11.6,3,1725,5,Vigente
4116,No,No,0,177.1,120,16591,218.1,123,10216,183.8,93,4557,12.7,5,1890,3,Vigente
4117,No,No,0,217.8,120,20404,139.6,109,6540,227.7,111,5648,11.6,3,1725,0,Vigente
4118,No,No,0,143.7,96,13461,221,98,10353,108.9,94,2700,8.6,1,1278,2,Vigente
4119,No,No,0,185,104,17329,325.8,86,15257,85.4,105,2116,14.6,2,2171,1,Vigente
4120,No,Si,2300,235.6,65,22068,177.7,81,8320,138.7,105,3438,11.3,5,1681,1,Vigente
4121,Si,No,0,265.5,75,24872,119.7,77,5604,169.9,128,4215,14.8,6,1835,2,Fugado
4122,No,No,0,332.1,91,31109,151,123,7075,277.8,99,6888,11.3,3,1681,1,Fugado
4123,Si,Si,2100,223.4,89,20927,193.2,105,9047,226.2,85,5609,7.7,5,955,3,Vigente
4124,No,No,0,163.6,109,15323,237.3,95,11114,186.2,141,4617,12.3,5,1829,0,Vigente
4125,No,No,0,190,125,17797,141.5,77,6629,216.8,68,5378,15.9,3,2364,3,Vigente
4126,No,No,0,153.7,100,14398,174.2,139,8160,242.3,53,6006,14.1,3,2099,1,Vigente
4127,No,No,0,160.3,87,15015,229.9,101,10767,185.3,96,4595,8.7,11,1295,2,Vigente
4128,No,Si,1200,114.5,100,10728,175.1,130,8199,112.7,85,2794,7.8,5,1163,0,Vigente
4129,No,No,0,140.9,68,13196,217.5,109,10188,123.6,96,3064,13.6,4,2022,3,Vigente
4130,No,No,0,168.4,85,15775,123.3,95,5774,162.5,83,4028,4.6,4,683,3,Vigente
4131,No,No,0,150.9,92,14133,191,106,8948,223.6,107,5543,8.3,4,1234,5,Fugado
4132,No,No,0,255.1,96,23897,276.9,67,12971,226.5,74,5615,10.6,2,1576,0,Fugado
4133,No,No,0,154,127,14425,280.4,68,13130,213,56,5279,8.6,2,1278,6,Vigente
4134,No,No,0,94.5,107,8855,191.8,85,8981,196.2,131,4865,15,5,2232,1,Vigente
4135,No,No,0,135,116,12645,159,108,7450,170.3,130,4221,11.1,15,1653,1,Vigente
4136,No,No,0,286.9,113,26872,260.8,121,12216,137.1,94,3400,12.6,6,1873,0,Fugado
4137,No,No,0,165.4,70,15494,280.1,104,13119,121.8,106,3019,10.4,9,1548,1,Vigente
4138,No,No,0,222,99,20795,215.9,122,10111,204.1,131,5058,8.2,5,1218,3,Fugado
4139,Si,No,0,209.8,85,19654,165.7,100,7758,230.1,92,5703,8.7,6,1079,0,Vigente
4140,No,Si,3100,158.3,99,14827,164.2,98,7692,192.7,108,4777,12.5,3,1862,2,Vigente
4141,No,No,0,252.3,120,23632,243.8,98,11417,284.4,96,7053,9.2,2,1366,1,Fugado
